gene_id,C4.gene_counts,C5.gene_counts,C7.gene_counts,T10.gene_counts,T11.gene_counts,T8.gene_counts
ENSMUSG00000036850,323,239,286,261,317,316
ENSMUSG00000005089,2,0,5,0,0,0
ENSMUSG00000027375,0,0,0,0,0,0
ENSMUSG00000087185,0,0,0,0,0,0
ENSMUSG00000017760,4082,3403,4000,2706,3494,2794
ENSMUSG00000017754,53,40,68,19,61,50
ENSMUSG00000027002,3,7,3,1,15,12
ENSMUSG00000039849,2573,2144,2564,1937,2614,2285
ENSMUSG00000081487,2,0,0,0,0,0
ENSMUSG00000064669,0,0,0,0,0,0
ENSMUSG00000083284,0,0,0,0,0,0
ENSMUSG00000027001,85,88,96,71,100,77
ENSMUSG00000027380,3,1,4,4,2,0
ENSMUSG00000088175,0,0,0,0,0,1
ENSMUSG00000039834,2215,1793,1633,1531,2053,1732
ENSMUSG00000026999,248,237,257,230,333,254
ENSMUSG00000002546,1175,1019,931,800,1085,1026
ENSMUSG00000106252,3,3,0,1,0,0
ENSMUSG00000086436,7,6,2,3,5,2
ENSMUSG00000077404,0,0,0,0,0,0
ENSMUSG00000064193,12,20,18,15,18,20
ENSMUSG00000065141,0,0,0,0,0,0
ENSMUSG00000084107,0,0,0,0,0,0
ENSMUSG00000084297,0,0,0,0,0,0
ENSMUSG00000081566,0,0,0,0,0,0
ENSMUSG00000119241,0,0,0,0,0,0
ENSMUSG00002075074,0,0,0,0,0,0
ENSMUSG00000070866,0,0,0,0,0,0
ENSMUSG00000082666,0,0,0,0,0,0
ENSMUSG00000087061,0,0,0,0,0,0
ENSMUSG00000080979,0,0,0,0,0,0
ENSMUSG00000083804,0,0,0,0,0,0
ENSMUSG00000081122,0,0,0,0,0,0
ENSMUSG00000036833,1695,1672,1321,1340,1712,1382
ENSMUSG00000017737,9,2,16,9,9,1
ENSMUSG00000075249,0,0,0,0,0,0
ENSMUSG00000102082,0,0,0,0,0,0
ENSMUSG00000081400,5,1,4,5,0,1
ENSMUSG00000083291,0,0,0,0,0,0
ENSMUSG00000080925,0,0,0,0,0,0
ENSMUSG00000083389,0,0,0,0,0,0
ENSMUSG00000080949,0,0,0,0,0,0
ENSMUSG00000082460,0,0,0,0,0,0
ENSMUSG00000027381,2152,1809,2138,2088,3182,2872
ENSMUSG00000084383,6,6,1,1,3,4
ENSMUSG00000083796,9,6,3,3,5,4
ENSMUSG00000118741,1,0,0,0,0,0
ENSMUSG00000089513,2,4,0,0,3,0
ENSMUSG00000027091,2343,1852,1511,2037,2694,1918
ENSMUSG00000085450,0,0,0,0,0,0
ENSMUSG00000079053,4,3,0,5,0,4
ENSMUSG00000114963,0,0,0,0,0,0
ENSMUSG00000082671,0,0,0,0,0,0
ENSMUSG00000082350,0,0,0,0,0,0
ENSMUSG00000074812,2,0,0,0,0,0
ENSMUSG00000109931,4,3,3,3,14,6
ENSMUSG00000080789,0,0,3,0,0,0
ENSMUSG00000027087,814,742,435,703,805,699
ENSMUSG00000085335,14,10,3,17,2,16
ENSMUSG00000081801,3,7,0,0,0,0
ENSMUSG00000048388,9,1,9,7,13,9
ENSMUSG00000034552,0,0,0,0,0,0
ENSMUSG00000014355,4450,4036,3644,3416,4976,4209
ENSMUSG00000094125,0,0,0,0,0,0
ENSMUSG00000014361,0,1,1,1,0,2
ENSMUSG00000085036,0,0,0,2,0,0
ENSMUSG00002074943,0,0,0,0,0,0
ENSMUSG00000017740,20,10,12,11,12,10
ENSMUSG00000094336,0,0,0,0,0,0
ENSMUSG00000039804,1681,1452,1765,1210,1856,1787
ENSMUSG00000096729,0,0,0,0,0,0
ENSMUSG00000014353,538,499,142,514,488,451
ENSMUSG00000027386,0,0,0,0,0,0
ENSMUSG00002075190,0,0,0,0,0,0
ENSMUSG00000096484,0,0,0,0,0,0
ENSMUSG00000027387,198,252,73,171,224,199
ENSMUSG00000082339,0,0,0,0,0,0
ENSMUSG00000087267,0,0,0,0,0,0
ENSMUSG00000074807,59,40,45,45,56,22
ENSMUSG00000042851,93,122,41,108,135,134
ENSMUSG00000090248,8,4,2,1,6,6
ENSMUSG00000017652,1337,1093,1269,1142,1339,991
ENSMUSG00000079051,3,1,3,0,0,0
ENSMUSG00000087151,1,0,0,0,0,0
ENSMUSG00000078935,0,0,0,0,0,0
ENSMUSG00000096337,0,0,0,0,0,0
ENSMUSG00000027394,105,141,246,136,183,152
ENSMUSG00000053166,0,1,0,0,0,0
ENSMUSG00000086630,0,0,0,0,0,0
ENSMUSG00000087800,0,0,0,0,0,0
ENSMUSG00000095824,0,0,0,0,0,0
ENSMUSG00000027395,714,683,664,532,915,666
ENSMUSG00000079247,0,0,0,0,0,0
ENSMUSG00000084359,0,0,0,0,0,0
ENSMUSG00000081980,0,0,0,0,0,0
ENSMUSG00002075337,0,0,0,0,0,0
ENSMUSG00000084198,0,0,0,0,0,0
ENSMUSG00000037938,179,149,174,170,167,172
ENSMUSG00000082274,3,0,1,0,0,0
ENSMUSG00000086652,11,21,12,19,17,30
ENSMUSG00000103532,9,2,6,14,14,15
ENSMUSG00000005087,2405,1798,1916,2162,2478,2089
ENSMUSG00000119260,0,0,0,0,4,0
ENSMUSG00000059588,42,29,19,30,24,18
ENSMUSG00000027397,2459,1468,739,2009,1880,1681
ENSMUSG00000010914,404,368,415,427,505,366
ENSMUSG00000087528,230,106,44,138,222,134
ENSMUSG00000085485,0,0,0,0,0,0
ENSMUSG00000010911,212,195,205,211,246,176
ENSMUSG00000048327,1010,982,851,848,1384,1254
ENSMUSG00000058281,5,1,0,0,0,0
ENSMUSG00000087032,0,0,2,0,0,2
ENSMUSG00000086957,0,0,0,0,0,0
ENSMUSG00000084385,0,0,0,0,0,0
ENSMUSG00000027399,0,5,1,2,1,1
ENSMUSG00000065057,0,0,0,0,0,0
ENSMUSG00000082097,0,0,0,0,0,0
ENSMUSG00000027398,4,4,13,7,10,1
ENSMUSG00000074805,0,0,0,0,0,1
ENSMUSG00000081888,0,1,0,0,0,0
ENSMUSG00000043727,8,5,5,0,4,0
ENSMUSG00000086637,0,1,2,0,0,0
ENSMUSG00000087015,0,0,0,0,0,0
ENSMUSG00000017664,1376,1142,1296,899,1183,1030
ENSMUSG00000012350,243,170,143,363,273,323
ENSMUSG00000087278,0,0,1,0,0,0
ENSMUSG00000102686,0,0,0,0,0,0
ENSMUSG00000070794,0,0,0,0,0,0
ENSMUSG00000027082,20,13,14,22,8,10
ENSMUSG00000118570,0,0,0,0,0,0
ENSMUSG00000118521,0,0,0,0,0,0
ENSMUSG00000027186,0,1,7,1,0,0
ENSMUSG00000027187,6546,6173,6972,5188,7570,6384
ENSMUSG00000081687,0,0,0,0,0,0
ENSMUSG00000006476,332,264,241,190,304,213
ENSMUSG00002075528,0,0,0,0,0,0
ENSMUSG00000099320,1,0,0,2,0,0
ENSMUSG00000032724,381,272,347,260,296,329
ENSMUSG00000037902,358,288,384,321,343,322
ENSMUSG00000027400,0,0,0,0,0,0
ENSMUSG00000084328,0,0,1,1,0,0
ENSMUSG00000036813,0,0,0,0,0,0
ENSMUSG00000037885,1305,939,892,902,1216,1001
ENSMUSG00000100255,0,0,0,0,0,0
ENSMUSG00000027401,0,0,0,0,1,0
ENSMUSG00000098347,0,0,0,0,0,0
ENSMUSG00000089152,0,0,0,0,0,0
ENSMUSG00000077348,0,0,0,0,0,0
ENSMUSG00000036805,0,0,4,0,0,0
ENSMUSG00000118563,0,0,0,0,0,0
ENSMUSG00000087028,0,0,0,0,0,0
ENSMUSG00000078202,25,17,12,13,22,16
ENSMUSG00000103217,0,0,0,0,0,0
ENSMUSG00000059555,708,820,910,631,818,880
ENSMUSG00000027185,1050,1007,908,781,1083,916
ENSMUSG00000026825,0,0,0,0,0,0
ENSMUSG00000013465,2549,2491,2709,1800,2860,2286
ENSMUSG00000064919,10,5,3,9,4,12
ENSMUSG00000092765,0,0,0,0,0,0
ENSMUSG00000092807,0,0,0,0,0,0
ENSMUSG00000036770,1,5,0,0,0,2
ENSMUSG00000026969,9,1,2,4,2,6
ENSMUSG00000036752,4417,3428,5119,2784,4652,4389
ENSMUSG00000027184,11608,10055,9641,9156,13756,10623
ENSMUSG00000006469,0,0,0,0,0,0
ENSMUSG00000086687,1,4,0,0,2,1
ENSMUSG00000089953,0,0,0,0,0,0
ENSMUSG00000036731,0,1,0,0,0,1
ENSMUSG00000044628,6,0,1,0,3,4
ENSMUSG00000115018,0,0,0,0,0,0
ENSMUSG00000039205,1667,1480,1170,1094,1525,1370
ENSMUSG00000017670,2385,2052,2077,1750,2375,2084
ENSMUSG00000039195,274,254,367,196,286,208
ENSMUSG00000006471,353,366,174,217,308,369
ENSMUSG00000115074,0,0,0,0,0,0
ENSMUSG00000078201,59,53,60,29,79,70
ENSMUSG00000056824,0,0,0,0,0,1
ENSMUSG00000026822,21,52,33,26,27,1
ENSMUSG00000017667,0,0,0,0,0,0
ENSMUSG00000048707,460,296,422,258,370,210
ENSMUSG00000027670,0,1,0,0,0,0
ENSMUSG00000026966,837,704,1008,597,913,816
ENSMUSG00000026820,186,107,188,86,158,84
ENSMUSG00000083004,1,1,0,0,0,0
ENSMUSG00000026965,2713,2274,2795,1868,2843,2525
ENSMUSG00000018459,0,0,0,0,0,0
ENSMUSG00000085358,0,0,0,0,0,0
ENSMUSG00000026963,0,0,0,0,0,0
ENSMUSG00000039725,380,370,406,236,388,278
ENSMUSG00000026961,0,0,0,0,0,0
ENSMUSG00000027661,0,0,0,0,0,0
ENSMUSG00000017897,0,4,1,0,0,0
ENSMUSG00000100796,0,0,0,0,0,0
ENSMUSG00000081758,0,1,0,0,0,1
ENSMUSG00000068373,0,0,0,0,0,0
ENSMUSG00000087473,0,0,0,0,0,0
ENSMUSG00002076254,0,0,0,0,0,0
ENSMUSG00000081721,0,0,0,0,0,0
ENSMUSG00000027177,7685,6980,4385,6054,8292,6635
ENSMUSG00000084516,0,0,0,0,0,0
ENSMUSG00000081447,4,2,2,5,2,6
ENSMUSG00000082379,2,9,6,4,8,9
ENSMUSG00000118753,0,0,0,0,0,0
ENSMUSG00000082276,0,0,0,0,1,0
ENSMUSG00000039671,3666,3098,2152,2767,3475,2841
ENSMUSG00000085274,26,7,1,23,21,9
ENSMUSG00000086820,23,13,4,5,14,10
ENSMUSG00002075115,0,0,0,0,0,0
ENSMUSG00000083264,1,0,0,0,0,0
ENSMUSG00000082924,1,4,0,0,4,0
ENSMUSG00000084816,8,9,10,12,5,16
ENSMUSG00000087351,3,6,3,7,3,6
ENSMUSG00000027176,1215,1419,951,1134,1705,1612
ENSMUSG00000027175,11,13,7,12,30,10
ENSMUSG00000074997,0,0,0,0,0,0
ENSMUSG00000027173,0,5,7,1,0,5
ENSMUSG00000074994,930,969,427,747,1243,870
ENSMUSG00000027678,9953,8151,6590,8063,9997,8260
ENSMUSG00000083856,0,0,0,0,0,0
ENSMUSG00000027171,19,13,6,12,20,17
ENSMUSG00000068290,662,608,625,460,609,561
ENSMUSG00000074797,863,713,946,649,970,765
ENSMUSG00000045106,21,38,18,45,54,63
ENSMUSG00000006800,2,2,3,5,0,0
ENSMUSG00000082934,0,0,0,0,0,0
ENSMUSG00002075091,0,0,0,0,0,0
ENSMUSG00000085618,0,0,0,0,0,0
ENSMUSG00000085046,0,0,0,0,0,0
ENSMUSG00000084840,0,0,0,0,0,0
ENSMUSG00000087617,0,0,0,0,0,0
ENSMUSG00000074796,46,55,26,32,67,37
ENSMUSG00002075903,0,0,0,0,0,0
ENSMUSG00000085682,1,0,0,0,0,0
ENSMUSG00000027170,2805,2447,3096,2385,3442,2667
ENSMUSG00000083487,0,0,0,0,0,0
ENSMUSG00000079175,0,0,0,0,0,0
ENSMUSG00002076399,0,0,0,0,0,0
ENSMUSG00002076543,0,0,0,0,0,0
ENSMUSG00002076199,0,0,0,0,0,0
ENSMUSG00002075028,0,0,0,0,0,0
ENSMUSG00000039621,5305,4351,5126,3242,4517,3527
ENSMUSG00000026959,1,2,3,0,0,0
ENSMUSG00002075220,0,0,0,0,0,0
ENSMUSG00002075029,0,0,0,4,0,0
ENSMUSG00002076611,0,0,0,0,0,0
ENSMUSG00000027309,360,297,262,259,448,340
ENSMUSG00000042854,118,94,104,48,157,130
ENSMUSG00000085830,0,0,0,0,0,0
ENSMUSG00000089662,5,13,10,9,23,21
ENSMUSG00000016458,0,0,0,0,0,0
ENSMUSG00000085566,98,84,47,56,91,82
ENSMUSG00000080989,0,0,0,0,0,0
ENSMUSG00000055312,0,0,0,0,0,0
ENSMUSG00000074582,4342,3443,3450,3106,4309,3560
ENSMUSG00000005973,92,59,73,68,102,105
ENSMUSG00000036646,2381,2032,2555,1718,2649,2178
ENSMUSG00000086764,0,0,0,0,0,0
ENSMUSG00002075003,1,6,0,0,1,0
ENSMUSG00000086029,0,0,0,0,0,0
ENSMUSG00000081701,0,0,0,0,0,0
ENSMUSG00000080859,25,18,52,24,26,40
ENSMUSG00000102424,0,0,0,0,0,0
ENSMUSG00000026958,340,319,244,305,297,288
ENSMUSG00000027312,734,687,447,532,809,698
ENSMUSG00000083953,0,2,0,0,0,0
ENSMUSG00000002718,3128,2732,2141,2755,3465,3334
ENSMUSG00000090397,67,54,18,49,45,30
ENSMUSG00000026956,983,680,1149,556,970,789
ENSMUSG00000027316,0,0,0,0,0,0
ENSMUSG00000098686,0,0,0,0,0,0
ENSMUSG00000026955,335,208,253,156,289,320
ENSMUSG00000015085,0,1,0,2,0,0
ENSMUSG00000039536,1577,1150,1062,1245,1421,1164
ENSMUSG00000082665,0,0,0,0,0,0
ENSMUSG00000015094,5,2,3,7,0,5
ENSMUSG00000036587,1,0,1,0,0,0
ENSMUSG00000017999,2187,1882,1998,1543,2091,1886
ENSMUSG00000026796,7,3,3,4,3,13
ENSMUSG00000039501,1641,1394,1262,1054,1621,1219
ENSMUSG00000027318,1,0,0,0,0,0
ENSMUSG00000026944,798,681,674,576,629,504
ENSMUSG00002075888,0,0,0,0,0,0
ENSMUSG00000077515,0,0,0,0,0,0
ENSMUSG00000077565,0,0,0,0,0,0
ENSMUSG00000077698,0,0,0,0,0,0
ENSMUSG00000081946,0,0,0,0,0,0
ENSMUSG00000083436,0,0,0,0,0,0
ENSMUSG00000104741,0,0,0,0,0,0
ENSMUSG00000050556,291,303,268,243,297,351
ENSMUSG00000017969,3,0,0,0,0,0
ENSMUSG00000047617,478,333,326,318,376,238
ENSMUSG00000086098,0,0,0,0,0,0
ENSMUSG00000027322,3,0,0,0,0,0
ENSMUSG00000083661,0,0,0,0,0,0
ENSMUSG00000026792,175,162,175,136,220,165
ENSMUSG00000017929,1380,1136,975,1094,1214,1002
ENSMUSG00000038900,15366,12515,19731,11535,16199,13048
ENSMUSG00000065124,0,0,0,0,0,0
ENSMUSG00000074793,4,1,0,0,1,2
ENSMUSG00000015093,111,99,48,57,66,65
ENSMUSG00000079039,0,0,0,0,0,0
ENSMUSG00000026791,103,85,87,97,91,137
ENSMUSG00000027327,201,207,279,139,268,223
ENSMUSG00000087405,1,0,0,0,0,0
ENSMUSG00000027168,0,1,1,0,0,0
ENSMUSG00000015090,0,3,0,0,0,0
ENSMUSG00000027329,405,376,391,292,471,442
ENSMUSG00000068267,3991,3091,3853,2331,3755,2851
ENSMUSG00000027167,158,116,164,155,208,146
ENSMUSG00000084870,5,1,0,0,10,0
ENSMUSG00000026943,0,0,0,0,0,0
ENSMUSG00000042670,370,283,465,237,447,303
ENSMUSG00000027166,134,132,164,81,122,100
ENSMUSG00002076743,0,0,0,0,0,0
ENSMUSG00000015083,67,66,38,40,78,108
ENSMUSG00002076573,0,0,0,0,0,0
ENSMUSG00000083425,0,0,0,0,0,0
ENSMUSG00000100156,0,0,0,0,0,0
ENSMUSG00000081258,0,0,0,0,0,0
ENSMUSG00000087226,0,0,0,0,0,0
ENSMUSG00000087225,0,0,0,0,0,0
ENSMUSG00000027330,7477,6113,6957,5443,7618,7034
ENSMUSG00000015095,1272,1017,914,804,1077,1057
ENSMUSG00000016386,0,0,0,0,0,0
ENSMUSG00000105886,0,0,0,0,0,0
ENSMUSG00002076583,0,0,0,0,0,0
ENSMUSG00000085530,0,0,0,0,0,0
ENSMUSG00000042604,0,0,0,0,0,0
ENSMUSG00000052005,0,0,0,1,1,0
ENSMUSG00000118714,0,0,0,0,0,0
ENSMUSG00000077411,0,0,0,0,0,0
ENSMUSG00000086758,0,0,0,0,0,0
ENSMUSG00000083590,0,0,0,0,0,0
ENSMUSG00000082113,0,0,0,0,0,0
ENSMUSG00000083347,0,0,0,0,0,0
ENSMUSG00000038860,0,0,0,2,0,0
ENSMUSG00000083697,0,0,0,0,0,0
ENSMUSG00000083424,0,3,0,0,0,0
ENSMUSG00000063684,1,4,4,4,3,2
ENSMUSG00000087544,0,0,0,0,0,0
ENSMUSG00000104277,0,0,0,0,0,0
ENSMUSG00000057234,83,101,107,81,71,48
ENSMUSG00002074908,0,0,0,0,0,0
ENSMUSG00000026942,1200,1180,1362,988,1370,1292
ENSMUSG00000083043,10,6,5,14,6,14
ENSMUSG00000083528,2,0,0,0,0,0
ENSMUSG00000027540,5671,4688,6463,4522,6309,6195
ENSMUSG00000027115,410,323,208,374,512,423
ENSMUSG00000084167,0,0,0,0,0,0
ENSMUSG00000015092,1578,1220,1803,1004,1487,1445
ENSMUSG00000081746,0,0,0,0,0,0
ENSMUSG00000109604,0,0,0,0,0,0
ENSMUSG00000093410,0,0,0,0,0,0
ENSMUSG00000074577,1,0,0,2,0,4
ENSMUSG00000086411,0,0,0,0,0,0
ENSMUSG00002075024,0,0,0,0,0,0
ENSMUSG00000044641,106,89,125,112,94,97
ENSMUSG00000118526,1,0,0,0,2,0
ENSMUSG00000085267,0,0,0,0,0,0
ENSMUSG00000087648,0,0,0,0,0,0
ENSMUSG00002076062,0,0,0,3,0,0
ENSMUSG00000093752,1,2,2,0,0,0
ENSMUSG00000048482,0,0,0,0,0,0
ENSMUSG00000083915,0,0,0,0,0,0
ENSMUSG00000051149,181,279,131,78,90,76
ENSMUSG00000027162,1581,1316,1030,1863,1809,1530
ENSMUSG00000026941,96,108,40,85,89,102
ENSMUSG00000038831,308,238,191,246,365,283
ENSMUSG00000036504,11,9,4,5,5,2
ENSMUSG00000078919,460,225,81,400,244,188
ENSMUSG00000074576,238,284,362,59,260,165
ENSMUSG00000083342,0,0,0,0,0,0
ENSMUSG00000088836,0,0,0,0,0,0
ENSMUSG00000029419,32,35,11,14,12,12
ENSMUSG00000050199,42,34,13,34,41,46
ENSMUSG00000074575,94,82,22,34,67,81
ENSMUSG00000086783,0,0,0,0,0,0
ENSMUSG00000064961,0,0,0,0,0,0
ENSMUSG00000082239,0,0,0,0,0,0
ENSMUSG00000004105,7,5,1,2,15,10
ENSMUSG00000082844,0,0,0,0,0,0
ENSMUSG00002076855,2,0,0,0,0,0
ENSMUSG00000068966,334,357,225,291,332,368
ENSMUSG00000027160,206,207,219,220,297,304
ENSMUSG00000086186,1,1,0,0,0,2
ENSMUSG00000085444,0,0,0,0,0,0
ENSMUSG00000026788,887,649,662,818,841,632
ENSMUSG00000082512,0,0,0,0,0,0
ENSMUSG00000118908,0,0,0,0,0,0
ENSMUSG00000086939,0,0,0,0,0,0
ENSMUSG00000015087,1747,1415,1424,1133,1521,1329
ENSMUSG00000041660,0,0,0,0,0,0
ENSMUSG00000074971,0,0,0,0,0,0
ENSMUSG00000083320,0,0,0,0,0,0
ENSMUSG00000074970,0,0,0,0,0,0
ENSMUSG00000034101,1,1,0,0,7,0
ENSMUSG00000052403,3,9,1,7,4,7
ENSMUSG00000038765,0,0,1,0,0,0
ENSMUSG00000104403,0,0,0,0,0,0
ENSMUSG00000052951,0,0,0,0,0,0
ENSMUSG00000081244,0,0,0,0,0,0
ENSMUSG00000085463,0,0,0,0,0,0
ENSMUSG00000026940,0,0,0,0,0,0
ENSMUSG00000038740,14,3,4,2,4,8
ENSMUSG00000086484,1,10,3,3,1,2
ENSMUSG00002075431,0,0,0,0,0,0
ENSMUSG00000026939,1,0,3,0,6,5
ENSMUSG00000085987,0,0,0,0,0,0
ENSMUSG00000086904,0,0,0,0,0,0
ENSMUSG00000041644,0,0,0,0,0,0
ENSMUSG00000087461,0,0,0,0,0,0
ENSMUSG00000103413,0,0,0,0,0,0
ENSMUSG00000027544,1597,1340,1425,1181,1758,1249
ENSMUSG00000026938,1,4,2,6,5,2
ENSMUSG00000118473,0,0,0,0,0,0
ENSMUSG00000036449,0,0,0,0,0,0
ENSMUSG00000074968,0,0,0,0,0,0
ENSMUSG00000026937,0,0,0,0,0,0
ENSMUSG00000050808,0,0,0,0,0,0
ENSMUSG00000038718,115,84,87,87,110,107
ENSMUSG00000084908,0,0,0,0,0,2
ENSMUSG00000045684,0,0,0,0,0,0
ENSMUSG00000047356,0,0,0,0,0,0
ENSMUSG00000062061,0,0,0,0,0,0
ENSMUSG00000087612,9,3,10,1,3,3
ENSMUSG00000049086,198,218,265,169,253,153
ENSMUSG00000086831,0,0,0,0,0,0
ENSMUSG00000079539,0,0,0,0,0,0
ENSMUSG00000081422,0,0,0,0,0,0
ENSMUSG00000083469,0,0,0,0,0,0
ENSMUSG00000037482,0,0,0,0,0,0
ENSMUSG00000081229,0,0,0,0,0,0
ENSMUSG00000026936,0,0,0,0,0,0
ENSMUSG00000079037,23,12,13,11,28,19
ENSMUSG00000098754,0,0,0,0,0,0
ENSMUSG00000069080,0,0,0,0,0,0
ENSMUSG00000085484,0,0,0,0,0,0
ENSMUSG00000090073,0,0,0,0,0,0
ENSMUSG00000027338,0,0,0,0,0,0
ENSMUSG00000036401,0,0,0,0,0,0
ENSMUSG00000023210,0,0,0,0,0,0
ENSMUSG00000059625,0,0,0,0,0,0
ENSMUSG00000038696,963,882,1041,843,1239,1042
ENSMUSG00000083503,0,0,0,0,0,0
ENSMUSG00000083233,0,0,0,0,0,0
ENSMUSG00000081992,31,28,31,17,32,24
ENSMUSG00000087635,1,2,5,1,10,3
ENSMUSG00000027339,6872,6981,5904,4891,7232,6186
ENSMUSG00000084134,0,0,0,0,0,0
ENSMUSG00000057149,0,0,0,0,0,0
ENSMUSG00000044560,0,0,0,0,0,0
ENSMUSG00000093804,0,0,0,0,0,0
ENSMUSG00000109423,0,0,0,0,0,0
ENSMUSG00000119226,0,0,0,0,0,0
ENSMUSG00000083059,0,0,0,0,0,0
ENSMUSG00000074955,0,0,0,0,0,0
ENSMUSG00000096566,0,0,0,0,0,0
ENSMUSG00000081069,0,0,0,0,0,0
ENSMUSG00000094747,0,0,0,0,0,0
ENSMUSG00000074952,0,0,0,0,0,0
ENSMUSG00000027340,1696,1453,1135,1526,1472,1430
ENSMUSG00000082990,25,3,1,25,0,5
ENSMUSG00000086756,3,0,0,0,0,0
ENSMUSG00000109528,0,0,0,0,0,0
ENSMUSG00000081037,0,0,0,0,0,0
ENSMUSG00000108827,0,0,0,0,0,0
ENSMUSG00000109403,0,0,0,0,0,0
ENSMUSG00000074947,0,0,0,0,0,2
ENSMUSG00000027341,629,333,310,321,451,346
ENSMUSG00000074946,0,0,0,0,0,0
ENSMUSG00000074945,0,0,0,0,0,0
ENSMUSG00000027342,5081,4465,6141,5083,7319,5901
ENSMUSG00000058793,4851,4475,3640,3781,4922,4323
ENSMUSG00000027546,37,24,51,29,18,67
ENSMUSG00000050558,0,0,0,0,0,0
ENSMUSG00000027345,0,0,0,0,0,0
ENSMUSG00000086250,0,0,0,0,0,0
ENSMUSG00000105496,0,0,0,0,0,0
ENSMUSG00000086379,0,1,1,7,0,0
ENSMUSG00000027547,0,0,0,0,0,0
ENSMUSG00000077761,0,0,0,0,0,0
ENSMUSG00000027551,652,540,640,477,686,540
ENSMUSG00000086658,0,4,0,0,1,0
ENSMUSG00000052368,1,0,0,0,0,2
ENSMUSG00002076097,0,0,0,0,0,0
ENSMUSG00000086238,0,0,0,0,0,0
ENSMUSG00000085369,0,0,0,0,0,0
ENSMUSG00000086840,0,0,0,0,0,0
ENSMUSG00000085350,0,0,0,0,0,0
ENSMUSG00000087074,0,0,0,0,0,0
ENSMUSG00000078912,0,0,0,0,0,0
ENSMUSG00000103662,0,0,0,0,0,0
ENSMUSG00000047907,0,0,0,0,0,0
ENSMUSG00000103935,0,0,0,0,0,0
ENSMUSG00000026867,2984,2427,2061,2272,3430,2648
ENSMUSG00000027130,3264,3366,2020,2750,3441,3148
ENSMUSG00000052056,2355,2426,1797,1798,2692,2375
ENSMUSG00000084013,5,3,2,0,1,2
ENSMUSG00000096764,0,0,0,0,0,0
ENSMUSG00000027131,354,279,333,219,320,285
ENSMUSG00000027132,144,201,124,154,272,173
ENSMUSG00000081541,0,0,0,1,2,3
ENSMUSG00000055943,501,400,485,393,527,455
ENSMUSG00000026864,16302,11590,14556,13053,14934,12011
ENSMUSG00002075416,0,0,0,0,0,0
ENSMUSG00000074939,0,0,0,0,0,0
ENSMUSG00000013523,23,19,23,21,37,40
ENSMUSG00000086999,0,0,0,0,0,0
ENSMUSG00000003604,284,261,331,249,323,213
ENSMUSG00000080622,0,0,1,0,0,0
ENSMUSG00002074904,0,0,0,0,0,0
ENSMUSG00000070953,308,275,342,262,381,291
ENSMUSG00000027067,7953,6587,8012,6056,8766,7992
ENSMUSG00000027560,0,0,0,0,0,0
ENSMUSG00000080955,0,0,0,0,0,0
ENSMUSG00000084818,0,0,0,0,0,0
ENSMUSG00000086613,0,0,0,0,0,0
ENSMUSG00000088505,0,0,0,0,0,0
ENSMUSG00000086823,0,0,0,0,0,0
ENSMUSG00000085426,0,0,0,0,0,0
ENSMUSG00000087100,0,0,0,0,0,0
ENSMUSG00000067578,0,0,0,0,0,0
ENSMUSG00000087409,0,0,0,0,0,0
ENSMUSG00000083793,0,0,0,0,0,0
ENSMUSG00002075990,0,0,0,0,0,0
ENSMUSG00000038537,0,0,0,0,0,0
ENSMUSG00000085949,0,0,0,0,0,0
ENSMUSG00000085905,0,0,0,0,0,0
ENSMUSG00000027495,77,85,78,63,78,65
ENSMUSG00000033955,436,366,453,320,575,502
ENSMUSG00000086969,0,0,0,0,0,0
ENSMUSG00000044338,0,0,0,0,0,0
ENSMUSG00000082534,0,0,0,0,0,0
ENSMUSG00000085135,0,0,0,0,0,0
ENSMUSG00000075224,0,0,0,0,0,0
ENSMUSG00000086905,0,0,0,0,0,0
ENSMUSG00000085025,0,0,0,0,0,0
ENSMUSG00000081014,0,0,0,0,0,0
ENSMUSG00000035949,1599,1286,1377,1179,1597,1372
ENSMUSG00000075223,0,0,0,0,0,0
ENSMUSG00000075222,0,0,0,0,0,0
ENSMUSG00000081904,0,0,0,0,0,0
ENSMUSG00000111597,0,0,0,0,0,0
ENSMUSG00000107167,0,6,0,0,5,2
ENSMUSG00000082712,0,0,0,0,0,0
ENSMUSG00000027496,615,512,587,358,684,616
ENSMUSG00000110978,0,0,0,0,0,0
ENSMUSG00000027346,2567,2193,1004,2413,2731,2058
ENSMUSG00000075221,0,0,0,0,0,0
ENSMUSG00000075220,0,0,0,0,0,0
ENSMUSG00000087973,0,0,0,0,0,0
ENSMUSG00000027498,981,900,1050,690,1148,899
ENSMUSG00000075219,0,0,0,0,0,0
ENSMUSG00000075218,0,0,0,0,0,0
ENSMUSG00000074783,1,0,0,0,0,0
ENSMUSG00000026869,829,751,998,714,1135,890
ENSMUSG00000081445,0,0,0,0,0,0
ENSMUSG00000084089,0,0,0,0,0,0
ENSMUSG00000081662,0,0,0,0,0,0
ENSMUSG00000075217,0,0,0,0,0,0
ENSMUSG00000044991,106,124,165,102,164,105
ENSMUSG00000084839,0,0,0,0,0,0
ENSMUSG00000064413,0,0,0,0,0,0
ENSMUSG00000027350,1,4,5,0,2,0
ENSMUSG00000026870,0,2,1,0,3,6
ENSMUSG00000074570,13,18,11,26,4,4
ENSMUSG00000087633,3,9,2,0,4,1
